,Unnamed: 0,name,location,description,link,price,operation,rooms,bathrooms,construction (m2),terrain (m2),lat,lng,calle,numero,colonia,ciudad,CP,formatad
2097,790,Cuauhtemoc Venta Guadalquivir,"Rio Guadalquivir , Cuauhtémoc, Cuauhtémoc","Excelente departamento, amueblado muebles nuevos finos, acogedor, iluminado, con terraza privada de 25 mts, pequeño jardin interior, en 2 niveles, exclusivo edificio solo 6 departamentos, acabados de lujo, encortinado, a 2 calles de Reforma, se puede vender con muebles modernos finos. 2 recamaras con baño integrado. , family con sofá cama puede ser la tercera recamara. baño de visitas, cocina integral cubierta de granito, área de lavado, 2 estacionamientos, bodega y comun.",/propiedades/cuauhtemoc-venta-guadalquivir-52230281.html,"MN 9,000,000",venta,3.0,2.0,180.0,180.0,19.4292751,-99.1705033,Río Guadalquivir,,Cuauhtémoc,Ciudad de México,06500,"Río Guadalquivir, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico"
2107,793,Bonito Departamento en Venta en Col. Cuauhtémoc,"RIO NAZAS, Cuauhtémoc, Cuauhtémoc","(mig) departamento de 2 recamaras, 2 baños, 1 cajón de estacionamiento. Con una ubicación sin igual, a unos pasos de los íconos de la Ciudad; El Ángel de la Independencia, Torre Mayor, Torre Bancomer, Paseo de la Reforma y Bosque de Chapultepec. Se encuentra cerca de los lugares más emblemáticos e históricos de la Ciudad de México.",/propiedades/bonito-departamento-en-venta-en-col.-cuauhtemoc-58469514.html,"MN 6,800,000",venta,2.0,2.0,139.0,139.0,28.3925611,-106.8731051,Río Nazas,,,Ciudad Cuauhtémoc,,"Río Nazas, Cd Cuauhtémoc, Chih., Mexico"
2108,794,Venta de Departamento 2 Recamaras en Tlalpan,"Panaba 327, Pedregal de San Nicolás, Tlalpan","#YoMeQuedoEnCasa. Frente a la contingencia del covid-19 y gracias al uso de nuestra herramienta finders 360° virtual reality, puedes visitar esta propiedad en forma virtual, desde tu casa. Contáctanos para conocer más detalles. Whatsapp: Ver datos. Email: Ver datos. Bonito departamento en venta. Excelente oportunidad para invertir o vivir. Con 3 años de antigüedad. Amplios espacios y buenos acabados. Cuenta con 75 m2 habitables. Cuenta con sala comedor, 2 recamaras, 2 baños, cocina y cuarto de lavado. Cuenta con un cajón de estacionamiento de uso exclusivo. Se encuentra en primer nivel. Forma de Pago: Contado o crédito bancario, o infonavit.",/propiedades/venta-de-departamento-2-recamaras-en-tlalpan-57990584.html,"MN 1,945,000",venta,2.0,2.0,75.0,75.0,19.2899899,-99.232653,Panabá,327,Pedregal de San Nicolás 2da Sección,Ciudad de México,14100,"Panabá 327, Pedregal de San Nicolás 2da Secc, Tlalpan, 14100 Ciudad de México, CDMX, Mexico"
2109,795,Venta Departamento 2 Rec. con Terraza Col. Unión Postal,"Union Postal 47, Postal, Benito Juárez","Parque: Vegetación, con el balance perfecto entre naturaleza y convivencia familiar. Condominio vertical. Edificio contemporáneo, construido con la más alta calidad, estricto apego a las normas establecidas por la ley. terraza de 14. 00 m2. cocina: Diseñada con calidad en sus componentes, tarja, espacio para refrigerador, práctico y funcional. área de lavado: Calentador, lavadero e instalación para lavadora. (pequeña) estancia sala-comedor: Espacio diseñado para disfrutar de una experiencia inigualable de confort y tranquilidad, para pasar un momento agradable. Sala de T. V. Recamaras: con closet. Baño completo. 1 estacionamiento Amplio, de fácil acceso para sus vehículos",/propiedades/venta-departamento-2-rec.-con-terraza-col.-union-58207696.html,"MN 3,000,000",venta,2.0,1.0,69.0,82.0,19.3911141,-99.14013519999999,Unión Postal,47,Postal,Ciudad de México,03410,"Unión Postal 47, Postal, Benito Juárez, 03410 Ciudad de México, CDMX, Mexico"
2110,796,Casa en Esquina con Excelente Ubicación,"Cipreses 21, San Andrés Totoltepec, Tlalpan","Haciendo esquina, con excelente ubicación, se encuentra esta propiedad que actualmente tiene uso habitacional pero la zona permite un uso de suelo comercial. Planta baja: Con una gran terraza de unos 40 m2, se encuentra una amplia estancia con chimenea, comedor, antecomedor y la cocina. Sala de tv abierta que pudiera cerrarse como una tercera recámara con vista a jardín trasero. Segunda Recámara también con vista a otro jardín trasero. Baño completo con acceso desde la zona de la estancia y desde la segunda recámara. Primer nivel: Amplio estudio comunicado con la recámara principal, tipo suite, con balcón. Espectacular baño con jacuzzi y regadera. Toda la casa está rodeada de zonas verdes. Estacionamiento para seis coches con muro llorón. Cisterna.",/propiedades/casa-en-esquina-con-excelente-ubicacion-56144915.html,"MN 4,800,000",venta,2.0,2.0,200.0,536.0,19.2451628,-99.173474,Los Cipreses,21,San Andrés Totoltepec,Ciudad de México,14400,"Los Cipreses 21, San Andrés Totoltepec, Tlalpan, 14400 Ciudad de México, CDMX, Mexico"
2111,797,"Venta de Terreno en Magdalena Contreras, Col. La Magdalena","Emilio Carranza, La Magdalena, La Magdalena Contreras","Venta de Terreno en zona de Magdalena Contreras, dentro de un conjunto residencial rodeado de áreas verdes. Con seguridad, ideal para construir una casa habitacional, residencial. Con un área de 450 m2. se encuentra nivelado, se realizaron las siguientes obras: Servicios: Cuarto de lavado y planchado. Cuarto de servicio con baño completo. Patio de tendido. Perrera grande con techo, terraza y patio. Barda perimetral de mampostería y herrería. Cuenta con cisterna de 5000 lts (con bomba sumergible) Cuenta con pozo de absorción (6 mts de profundidad)",/propiedades/venta-de-terreno-en-magdalena-contreras-col.-la-58278517.html,"MN 6,000,000",venta,0.0,0.0,,449.0,19.3022531,-99.24516369999999,Emilio Carranza,,La Magdalena,Ciudad de México,,"Emilio Carranza, La Magdalena, Ciudad de México, CDMX, Mexico"
2112,798,"Excelente Terreno 657 m², Hm8/20 Z","Doctores, Cuauhtémoc",Excelente terreno. documentos en orden. 657 M2 superficie. frente 15 Mts. fondo 43 Mts. No corredores,/propiedades/excelente-terreno-657-m-sup2--hm8-20-z-56401647.html,"MN 30,000,000",venta,0.0,0.0,657.0,657.0,19.4183695,-99.14463889999999,,,Doctores,Mexico City,06720,"Doctores, 06720 Mexico City, CDMX, Mexico"
2115,800,Jardines del Pedregal Casa en Venta con Jardin y Alberca Espaciosa E Iluminada,"PICACHO 733, Jardines del Pedregal, Alvaro Obregón","Increible Y hermosa residencial en el pedregal sobre picacho con un terreno de 736M2 Y 730 de construcción, tiene alberca con calefacción techada, jardin de 300M2 est para 4 autos, sala comedor estudio cocina integral, cuarto de servicio, tres recamaras dos de ellas son super amplias Y la tercera es amplia. jacuzi, sauna, muy cerca del simon bolivar, alexander von Y del liceo japones ademas del centro comercial. tiene tambien un anexo que puede ser una segunda casa O un departamento, son dos salones muy amplios totalmente independientes de la casa principal A solo 3 min del centro comercial super ubicada",/propiedades/jardines-del-pedregal-casa-en-venta-con-jardin-y-58255939.html,"MN 22,000,000",venta,3.0,5.0,720.0,736.0,19.3106104,-99.21058579999999,Avenida Picacho,733,Jardines del Pedregal,Ciudad de México,01900,"Av. Picacho 733, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico"
2116,801,Venta de Departamento en Zona de Hospitales,"Viaducto Tlalpan, Club de Golf México, Tlalpan","Departamento en venta en planta baja con vigilancia las 24 horas. Ubicado sobre Viaducto Tlalpan a 5 min de zona de hospitales. Cuenta con 2 recámaras, la principal con baño completo, estudio que puede ser acondicionada para una tercera recámara, estancia, comedor, cocina cerrada, área de lavado con cuarto de servicio con baño, estacionamiento techado. Citas: 55 Ver datos y 55 Ver datos. ¿deseas vender, comprar O rentar? Llámanos! Y conoce todos los beneficios que ofrecemos. . mx | Ver datos",/propiedades/venta-de-departamento-en-zona-de-hospitales-58417300.html,"MN 2,950,000",venta,2.0,2.0,102.0,102.0,19.2838883,-99.16069519999999,Viaducto Tlalpan,,Club de Golf México,Ciudad de México,,"Viad. Tlalpan, Club de Golf México, Ciudad de México, CDMX, Mexico"
2117,802,"Casa Nueva en Venta, San Miguel Chapultepec, Juan Cano","General Juan Cano, San Miguel Chapultepec, Miguel Hidalgo","Hermosa casa en condominio nueva en venta, son solo 6 casas, magnifica ubicación, a un lado de la Col Condesa y a unas cuadras de Constituyentes, acabados de lujo, tiene una muy cómoda terraza de 25 m2 mas Roof Garden Privado, cada recamara tiene su baño mas baño de visitas y en el roof garden, sala de tv, cuarto de servicio con baño completo, seguridad privada las 24 hrs, 3 lugares de estacionamiento.",/propiedades/casa-nueva-en-venta-san-miguel-chapultepec-juan-cano-52533675.html,"MN 11,900,000",venta,3.0,4.0,240.0,290.0,19.4103239,-99.18587430000001,Calle General Juan Cano,,San Miguel Chapultepec I Sección,Ciudad de México,11850,"Calle Gral. Juan Cano, San Miguel Chapultepec I Secc, 11850 Ciudad de México, CDMX, Mexico"
2118,803,Terreno en Venta en Pedregal de Carrasco,"Pedregal de Carrasco, Coyoacán","Excelente oportunidad de inversion, terreno en venta muy bien ubicado, en col. Pedregal de carrasco, 900 M2 de terreno, 530 M2 de construccion, uso de suelo habitacional, cerca de centros comerciales Y escuelas. Mas información en los telefonos: Ver datos, Ver datos, cel. 55Ver datos.",/propiedades/terreno-en-venta-en-pedregal-de-carrasco-55956154.html,"MN 28,000,000",venta,0.0,2.0,530.0,900.0,19.3040188,-99.1726015,,,Pedregal de Carrasco,Ciudad de México,,"Pedregal de Carrasco, Ciudad de México, CDMX, Mexico"
2121,805,Casa en Condominio - Jardines del Pedregal,"Cima, Jardines del Pedregal, Alvaro Obregón","En exclusivo condominio horizontal con doble vigilancia, moderna casa con amplios e iluminados espacios, enorme salón de fiestas con salida a jardín propio de 500 metros con barra de bar, doble sala, estudio, gran comedor, cocina, desayunador, sala de T. V. , 3 recamaras con baño y vestidor, la principal master suite con doble vestidor, 8 autos, ¡Aproveche Precio!",/propiedades/casa-en-condominio-jardines-del-pedregal-58355821.html,"MN 33,000,000",venta,3.0,3.0,786.0,786.0,19.3088957,-99.2035272,Camino de Santa Teresa,#1270,Jardines del Pedregal,Ciudad de México,01900,"Camino de Sta. Teresa #1270, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico"
2122,806,Venta Nuevo Departamento Tizapan,"Progreso Tizapan, Alvaro Obregón","En la calle más bonita de Tizapán, nuevo, 110 m, mas balcón con vista arbolada, Consta de 2 recámaras, 2 baños completos, sala comedor y cuarto de tele con cocina toda el area abierta, iluminado y amplio con buenos acabados. Cuenta con dos estacionamientos independientes, bodega grande, vigilancia. Sólo son 34 departamentos.",/propiedades/venta-nuevo-departamento-tizapan-57314906.html,"MN 5,500,000",venta,2.0,3.0,115.0,115.0,19.3348115,-99.2044432,,,Progreso Tizapán,Ciudad de México,,"Progreso Tizapán, Ciudad de México, CDMX, Mexico"
2123,807,"Estrena Exclusivo Departamento, Cerca de C. U.","TOLTECAS, Ajusco, Coyoacán","Hermoso desarrollo de 23 departamentos ubicados al sur de cdmx. departamento consta de: • 2 recámaras. • 2 baños completos. • cocina 100% equipada. • estancia-comedor. • cuarto de lavado. • 1 estacionamiento. roof garden común. preventa: Terminación de obra agosto 2020, escrituración noviembre 2020. agenda tu cita! Precios sujetos a cambio sin previo aviso, sujeto a disponibilidad",/propiedades/estrena-exclusivo-departamento-cerca-de-c.-u.-58291952.html,"MN 2,036,000",venta,2.0,2.0,61.0,61.0,19.3233704,-99.16256190000001,Calle Toltecas,,Ajusco,Ciudad de México,,"Calle Toltecas, Ajusco, Ciudad de México, CDMX, Mexico"
2124,808,"Deptos Preventa 2 Recamara 2 Baños, Cuajimalpa 10 Mintos Santa Fe","Av Juarez  Colonia Cuajimalpa de morelos, Cuajimalpa, Cuajimalpa de Morelos","Departamentos de entrega inmediata y preventa a 7 y 10 meses, ubicados en la delegación cuajimalpa a 10 minutos de Santa. Fe. Contamos con departamentos de 57 m2 hasta 84 m2, los cuales constan de sala, comedor, cocina, área de lavado, 2 recamaras, la principal con vestidor y baño completo, un 2do. Baño para visitas y 2da. Recamara, 1 lugar de estacionamiento con opción a un 2do. Con costo adicional, por promoción podemos incluir el 2 lugar de estacionamiento gratis en modalidad de eleva-autos, excepto departamentos de reventa. Solicitamos un 10% de enganche, saldo a la escritura con cualquier crédito, (Pre-Venta, torre Ankara) fecha de entrega 7 meses. Solicitamos un 20% de enganche diferido, es decir 10% a la firma del contrato y 10% en 7 mensualidades, saldo a la escritura con cualquier crédito. Promoción 1 lugar de estacionamiento con opción a un 2do. Con costo adicional, por promoción podemos incluir el 2 lugar de estacionamiento gratis en modalidad de eleva-autos y descuento del 4 % del precio de lista excepto departamentos de reventa. Promoción del 4% de descuento del precio de lista y Gratis cajón extra de estacionamiento en modalidad de elena-autos por tiempo limitado. No aplica promoción para departamentos de reventa. Torre Cartagena Preventa 10 meses. Quedo a sus ordenes, por si le interesa podemos concretar cita para mostrar departamentos disponibles, Ubicación, acabados, precio y promoción. Atentamente. Ma. Carmen tel Ver datos. Armando Pérez. tel. Ver datos",/propiedades/deptos-preventa-2-recamara-2-banos-cuajimalpa-10-54331715.html,"MN 2,256,000",venta,2.0,2.0,57.0,62.0,19.3565799,-99.2981286,Avenida Juárez,,Cuajimalpa,Ciudad de México,,"Avenida Juárez, Cuajimalpa, Ciudad de México, CDMX, Mexico"
2153,810,Casa en Venta San Angel Inn Doble Altura,"Casa EN Venta SAN Angel INN Doble Altura, Lomas de San Angel Inn, Alvaro Obregón","Disfrute hermosa casa en calle tranquila, a una cuadra de Periférico Sur y de San Ángel. Estilo Legorreta Mexicano contemporáneo, con todas las comodidades y gran potencial: Terreno 444 metros, 3 recámaras con baño, agradable sala doble, comedor con ventanales hacía el jardín, acabados de muy buen gusto. Gran plusvalía cerca de Periférico sin embargo no hay ruido.",/propiedades/casa-en-venta-san-angel-inn-doble-altura-56732125.html,"MN 16,000,000",venta,3.0,3.0,300.0,444.0,19.3493018,-99.19789639999999,Diego Rivera,50,San Ángel Inn,Ciudad de México,01060,"Diego Rivera 50, San Ángel Inn, Álvaro Obregón, 01060 Ciudad de México, CDMX, Mexico"
2154,811,Casa en Condominio - Atlamaya,"Atlamaya, Flor de Maria, Alvaro Obregón","Excelente ubicación a 2 minutos de Periférico Sur en Avenida de las Flores. Condominio con seguridad, vigilancia las 24 horas. Planta Baja: 3 estacionamientos, estudio, sala, comedor, cocina integral, área de lavado y servicio, hermoso jardín con terraza y asador. Planta Alta: 3 recámaras, la principal con vestidor y baño, 2 recámaras comparten baño, jardín común con juegos infantiles. Visitela!",/propiedades/casa-en-condominio-atlamaya-58205643.html,"MN 9,090,000",venta,3.0,3.0,223.0,189.0,19.3481367,-99.2030585,,,Atlamaya,Ciudad de México,01760,"Atlamaya, 01760 Ciudad de México, CDMX, Mexico"
2155,812,Nuevo Precio!práctico y Funcional Departamento en El Parque Hundido.,"TEJOCOTES, Del Valle, Benito Juárez","Lindo, practico y funcional departamento en la Col. Tlacoquemecatl Del Valle, ubicado a 2 cuadras del Parque Hundido, a 1 cuadra del Parque San Lorenzo y a 5 cuadras del Jardín del Arte, sin duda una de las mejores ubicaciones de la col. Departamento ubicado en piso bajo, en edificio de gran cálidad y con mantenimiento inigualable. Aproveche la oportunidad de vivir en uno de los mejores edificios de la zona y con la mejor ubicación. Cuenta con 1 cajón de estacionamiento independiente. En caso de requerir estacionamiento adicional, es muy fácil rentar uno en el mismo condominio, o en la pensión de enfrente. El departamento esta impecable y los espacios inmejorablemente aprovechados, definitivamente es una muy buena opción. Solicite una cita para conocerlo.",/propiedades/nuevo-precio!practico-y-funcional-departamento-en-el-57397762.html,"MN 4,500,000",venta,2.0,2.0,107.0,107.0,19.375366,-99.1769253,Tejocotes,,,Ciudad de México,,"Tejocotes, Ciudad de México, CDMX, Mexico"
2156,813,"Casa en Venta en Tetelpan, Álvaro Obregón","Zampampano 5, Tetelpan, Alvaro Obregón","Hermosa casa estilo colonial mexicano en condominio horizontal de solo siete casas. Ideal para vivir cómodamente en familia. Hermoso patio arbolado. Jardín privado en dos niveles, cuenta con amplia estancia con chimenea en desnivel. Comedor iluminado con jardín interior ""de revista"". Cocina integral con acceso independiente. Cuarto de servicio completo y área de lavado. A nivel del mezanine, cuenta con dos baños completos y una amplia recámara con espacio para estudio y hermosa vista al jardín. En primer nivel una segunda recámara de generosas medidas con espacio para dos camas individuales, escritorio y sillón. La recámara principal cuenta con balcón, ventanal de piso a techo y baño. Incluye dos lugares para autos grandes y espacio adicional para visitas, con seguridad las 24 horas. Acogedor ambiente, como si estuviera en provincia, con las comodidades y servicios de la gran ciudad. Venga a conocerla..!",/propiedades/casa-en-venta-en-tetelpan-alvaro-obregon-55555812.html,"MN 6,750,000",venta,3.0,3.0,206.0,314.0,19.3424121,-99.2228086,Zampapano,5,Tetelpan,Ciudad de México,01700,"Zampapano 5, Tetelpan, Álvaro Obregón, 01700 Ciudad de México, CDMX, Mexico"
2164,815,Terreno en Av Toluca. Visítalo Sin Salir de Casa,"lomas de tinajas 35, Olivar de los Padres, Alvaro Obregón","Quédate en casa y conoce este terreno con excelente ubicación. Da clic arriba de las fotos donde dice video para conocerlo virtualmente. Terreno dentro de calle cerrada con vigilancia. 872 m2 totales, 40 metros de frente, 39 metros de fondo. Con una pequeña construcción al centro. Terreno plano de forma irregular. Uso de suelo H3-50. A 5 minutos de la super vía. Entre Av. Toluca y Calz. Desierto de los Leones. ¡Aproveche esta oportunidad! ¡Tramitamos su crédito! Contáctanos! Whatsapp Ver datos",/propiedades/terreno-en-av-toluca.-visitalo-sin-salir-de-casa-58192509.html,"MN 12,900,000",venta,0.0,0.0,,872.0,19.3377595,-99.2407698,Loma de Tinajas,35,Olivar de los Padres,Ciudad de México,01780,"Loma de Tinajas 35, Olivar de los Padres, Álvaro Obregón, 01780 Ciudad de México, CDMX, Mexico"
2165,816,Grand Santa Fe Frente a Parque La Mexicana,"Av. Santa Fe, Santa Fe Cuajimalpa, Cuajimalpa de Morelos","- 276m2 - 3 o 4r | 3. 5b | 3g opción a 4. Opción de renta amueblado: hermosos muebles de calidad en condición impecable de igual manera que los acabados del inmueble, tal como lo miras en fotos - decoración light, acogedora y funcional. - Hermoso departamento con amplia estancia, family room con espacio para estudio o área de juegos. De 4 recámaras, dos de ellas cuentan con baño y amplios closets, la recámara principal cuenta con vestidor y baño y la cuarta, al estar convertida en despacho, cuenta con estupendo librero adosado a muro a manera de biblioteca. Medio baño de visitas amplio y bien localizado. Cocina integral con isla de trabajo, generosa alacena, lavandería integrada y cuarto de servicio con baño completo. Estupenda carpintería, muy buen estado de conservación. Sistema Totalplay instalado y funcionando. - Magníficos acabados, amplios y luminosos espacios, excelente temperatura todo el año, pues por su orientación recibe sol y luz haciéndolo acogedor y cálido. Cuenta con una gran bodega en área de estacionamiento. Dos accesos al desarrollo por vialidades paralelas. - Agradable vista urbana, muy bien ubicado con todos los servicios a unos pasos; se puede caminar al Parque La Mexicana con solo cruzar la calle, así como acceder peatonalmente a los múltiples comercios de la zona. - Amenidades completas: gimnasio, piscina techada de 25 m y 4 carriles, jacuzzi, spa en vestidores, ludoteca, salón de adultos, business center, salón de usos múltiples para 250 personas, enorme jardín de 10, 000 m2 con juegos infantiles, estancia para choferes y escoltas. - Edificio muy bien administrado y mantenido, con fondeo disponible para reparaciones menores y mayores, así como para proporcionar mantenimiento regular y extraordinario enfocado a conservar el inmueble en óptimas condiciones. Vigilancia con tecnología de punta 24/7. Totalmente al corriente en contribuciones y sin adeudos de ninguna índole. - Ideal para familia o para inversionista, listo para mudarse de inmediato. Móvil: Ver datos Alex.",/propiedades/grand-santa-fe-frente-a-parque-la-mexicana-56696142.html,"MN 16,562,000",venta,3.0,3.0,276.0,276.0,19.3619875,-99.2662189,Avenida Santa Fe,,,Ciudad de México,01219,"Av Sta Fe, Santa Fe, 01219 Ciudad de México, CDMX, Mexico"
2166,817,"Departamento Nuevo en Venta o Renta, Seguridad, Casa Club (Bosque 6060)","Avenida Desierto de los Leones, Olivar de los Padres, Alvaro Obregón","*oportunidad de invertir de manera segura tus ahorros con un gran descuento en ""bosque 6060"" más de $1'0000, 000. 00 de descuento incluido en el precio. ! Desarrollado por ""abilia"" (Con 28 Años de Experiencia) Exclusivo Departamento nuevo para Entrega Inmediata en bosque 6060, con acabados Premium, amplia estancia con piso de madera, techos altos, muy iluminado y terraza con vista panorámica, cocina Quetzal equipada, 3 recamaras con baño completo y cuarto de servicio también con baño completo (4 1/2 baños), amplia área de lavado, 3 lugares de estacionamiento techados independientes, acceso controlado y vigilancia 24/7. Cuenta con una majestuosa y espectacular Casa Club con múltiples amenidades y servicios, así como impresionantes vistas al bosque privado de más de 60, 000 m2, totalmente bardado, iluminado y con andadores. Ubicación: Acceso cercano a la Súper Vía Poniente, a 4 Km de los Corporativos, Escuelas, Universidades, Parques y Centros Comerciales de Santa Fe. A minutos de la Universidad Anáhuac del Sur, del Colegio Edron Academy y de muchos otros, así como de Calzada de las Águilas, Avenida de las torres, Avenida Toluca, Avenida San Gerónimo, etc. _________________________________________________________. el departamento cuenta con lo siguiente: • sala comedor con amplia terraza Y vista panorámica arbolada. • sala familiar o estudio. •3 recamaras con baño. •baño de visitas. • cocina quetzal. • aire acondicionado central. • cuarto de servicio con baño. • amplia área de lavado. • elevador exclusivo al departamento Y otro para área de servicio. • 3 estacionamientos techados independientes. • amplia bodega privada. • techos altos. • iluminado Y ventilado. _________________________________________________. *casa club en forma de elegante Y sofisticado castillo medieval. • gym. • alberca techada. • jacuzzi. • spa. • vestidores. • vapor. • restaurante. • bar. • salón de eventos. • salones de adultos, de jóvenes Y de niños. • biblioteca. • jardines. • fuentes. • área de juegos infantiles. • cancha de tenis con luz. • cancha de football. • área de fiestas con baños Y jardines. Nota: El costo del mantenimiento mensual que se paga por usar la Casa Club, tener vigilancia, limpieza de áreas comunes, etc. , no se incluye en el precio de la renta. Los precios pueden variar antes de la firma del contrato.",/propiedades/departamento-nuevo-en-venta-o-renta-seguridad-casa-57916253.html,"MN 9,997,000",venta,3.0,4.0,207.0,207.0,19.3427375,-99.21992750000001,Calzada Desierto de los Leones,,Olivar de los Padres,Ciudad de México,,"Calz. Desierto de los Leones, Olivar de los Padres, Ciudad de México, CDMX, Mexico"
2184,820,Excelente Departamento a Una Cuadra del Circuito Interior,"Vallejo Poniente, Gustavo A. Madero","Si gustas de vivir en un entorno tranquilo, con seguridad y espacios amplios nuestro desarrollo te va a encantar! Departamentos de 58 a 82m2, 2 recamaras, y de 2 recamaras con opción a una tercera 1 y 2 baños completos, cocina, equipada, sala-comedor muy amplias, patio de servicio, 1 cajon de estacionamiento. Desarrollo media residencial, con acceso controlado las 24 hrs. 2 plazas centrales, salón de usos múltiples ludoteca, gimnasio, bodegas roof garden. Excelente ubicación, cercano a exclusivos centros comerciales. Aceptamos todos los créditos: infonavit, fovissste, alia2, cofinanciamientos, hipotecarios. Última etapa! Agenda tu cita con. Juan Carlos Rabiela. Ver datos y Ver datos",/propiedades/excelente-departamento-a-una-cuadra-del-circuito-54434455.html,"MN 2,200,000",venta,2.0,2.0,82.0,82.0,19.4675927,-99.1421561,,,Vallejo Poniente,Ciudad de México,07790,"Vallejo Poniente, 07790 Ciudad de México, CDMX, Mexico"
2185,821,Venta: Departamento Hermoso y Rodeado de Bosque,"Desierto de los Leones 5760, Olivar de los Padres, Alvaro Obregón","Excelentes acabados de súper lujo, iluminado, con muy buena distribución. Hermoso departamento en Desierto de los Leones (frente Academia de Policía) cerca de vías rápidas, escuelas (Anáhuac, Oxford), centros comerciales (15 minutos Santa Fé). Amplia estancia con salida a terraza. Tres recámaras, la principal con vestidor y baño con doble lavabo, y salida a terraza. Sala de tv con mueble empotrado. Las dos recámaras secundarias comparten baño, amplios closets. El tercer baño, completo, en pasillo. Cocina con buenos espacios para guardar y gran alacena, horno de microondas y espacio para lavavajillas. Cuarto de servicio, cuarto de lavado (caben lavadora y secadora). Bodega. Cuatro lugares de estacionamiento. Mantenimiento incluido en el precio de la renta. En áreas comunes hay alberca con vestidores, salón de fiestas enorme con terraza, y gimnasio, todos con vista al bosque. Áreas verdes. Vigilancia 24 hrs.",/propiedades/venta:-departamento-hermoso-y-rodeado-de-bosque-54530006.html,"MN 7,500,000",venta,3.0,3.0,191.0,210.0,19.3423698,-99.22598870000002,Calzada Desierto de los Leones,5760,Tetelpan,Ciudad de México,01700,"Calz. Desierto de los Leones 5760, Tetelpan, Álvaro Obregón, 01700 Ciudad de México, CDMX, Mexico"
2186,822,Espectacular Depto. en Venta en Tres Lagos,"Laguna de Mayran 166, Anzures, Miguel Hidalgo","Espectacular depto en venta con una superficie de 85 m2, el cual cuenta con dos recamaras, dos baños, sala, comedor, cocina integral, área de lavado, dos cajones de estacionamiento, una bodega, ubicado en tercer piso. Con increíbles áreas comunes como gimnasio, salón de usos múltiples, juegos infantiles, pista de jogging, cancha de basketball, alberca techada y climatizada, asadores y hermosos jardines. Súper bien ubicado, cerca de centros comerciales, excelentes colegios y vías de comunicación.",/propiedades/espectacular-depto.-en-venta-en-tres-lagos-58236535.html,"MN 4,500,000",venta,2.0,2.0,85.0,85.0,19.4419675,-99.1860686,Laguna de Mayran,166,Granada,Ciudad de México,11520,"Laguna de Mayran 166, Granada, Miguel Hidalgo, 11520 Ciudad de México, CDMX, Mexico"
2199,824,Venta Departamento PH en Mixcoac Amplia Terraza,"Luis David 12, Mixcoac, Benito Juárez","Moderno conjunto de 42 departamentos en 2 torres, con seguridad 24 horas, gym y Salón de usos múltiples. 118 M2 habitables. 32 M2 terraza. 18 M2 estacionamiento. piso 1: ph en piso 3 y 4. - Sala - Comedor. - Cocina integral abierta. - 2 Recámaras, una con baño completo. - Baño completo. - Área de lavado. piso 2: - Amplia área de tv con acceso a la terraza. - Recámara principal con vestidor y baño completo. - Terraza de 30 M2. - 3 estacionamiento (2 con eleva-auto) con portón eléctrico. Acabados modernos y de lujo: Granito en cocina, cancelería de vidrio templado, pisos de porcelanato. Cerca de Mercado Mixcoac, Colegios, Plazas comerciales, museos, etc. Vías principales: Media calle de Revolución, 2 Calles de Molinos y 3 de Periférico.",/propiedades/venta-departamento-ph-en-mixcoac-amplia-terraza-57775332.html,"MN 5,200,000",venta,3.0,3.0,118.0,32.0,19.3740315,-99.1884965,Luis David,12,Mixcoac,Ciudad de México,03910,"Luis David 12, Mixcoac, Benito Juárez, 03910 Ciudad de México, CDMX, Mexico"
2207,826,Magnifico Departamento Completamente Remodelado Bosque de Las Lomas,"Ahuehuetes sur, Bosques de las Lomas, Cuajimalpa de Morelos","Magnifico departamento completamente remodelado, con una ubicacion privilegiada. Cuenta con 3 recámaras, la principal con vestidor y closet, 3. 5 baños, sala, comedor, ante comedor, bar cocina integral equipada, área de lavado, 2 cuartos de servicio con baño completo, bodega y 3 cajones de estacionamiento, tiene todas las amenidades. Alberca, ludoteca, gimnasio, salón de usos múltiples, estacionamientos techados, seguridad las 234 hrs.",/propiedades/magnifico-departamento-completamente-remodelado-bosque-58635005.html,"MN 17,500,000",venta,3.0,3.0,240.0,240.0,19.392918,-99.2554335,Privada Ahuehuetes Sur,,Bosques de las Lomas,Ciudad de México,05120,"Privada Ahuehuetes Sur, Bosques de las Lomas, 05120 Ciudad de México, CDMX, Mexico"
